country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022
Bermuda,30,6808,605,780,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Bermuda,50,6808,437,592,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Bermuda,75,6808,261,346,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Bhutan,0,3876296,3876296,3876296,28221,329,242,593,1105,836,677,543,813,1246,4778,1189,907,703,1563,1098,2762,2848,1760,1197,1891,1971,1819
Bhutan,10,3876296,2679173,2646337,28221,308,231,562,1043,791,639,519,787,1201,4511,1134,800,533,1303,821,2106,2141,1372,892,1424,1439,1351
Bhutan,15,3876296,2633400,2599444,28221,303,228,556,1029,780,631,516,784,1192,4446,1118,787,516,1276,791,2047,2061,1320,863,1375,1382,1303
Bhutan,20,3876296,2624344,2588396,28221,301,226,553,1025,777,629,514,781,1187,4426,1113,783,511,1268,784,2034,2042,1308,854,1359,1362,1291
Bhutan,25,3876296,2612860,2533432,28221,299,225,548,1019,775,628,510,779,1183,4401,1108,776,501,1251,768,2005,2014,1279,840,1327,1326,1274
Bhutan,30,3876296,2577235,2508703,28221,298,224,544,1013,770,623,508,775,1175,4354,1091,766,485,1229,747,1963,1972,1240,820,1288,1279,1248
Bhutan,50,3876296,2366473,2116634,28221,276,206,472,921,706,563,468,717,1098,3857,958,691,406,1093,631,1689,1691,1028,697,1098,1049,1073
Bhutan,75,3876296,1664055,1447949,28221,210,164,270,628,508,406,320,523,844,2267,695,521,226,680,328,892,912,495,345,585,497,546
Bolivia,0,108339285,108339285,108339285,617222,145277,183338,166907,209064,256121,220054,192252,377130,229060,456134,336679,280067,190031,271317,172998,501448,481845,316646,874765,442439,575222,619343
Bolivia,10,108339285,66486469,65092352,617222,141889,180511,164901,205273,252563,217637,190720,372166,226462,453494,332089,275244,181862,259850,167838,476968,467638,304941,860666,432699,563140,601237
Bolivia,15,108339285,66012920,64780874,617222,141473,180103,164604,204786,252089,217308,190527,371597,226147,453093,331665,274900,181404,259187,167525,475542,466637,304272,858765,432080,562182,600147
Bolivia,20,108339285,65454397,64372190,617222,141012,179624,164281,204236,251575,216922,190309,370957,225828,452615,331141,274406,180846,258373,167091,473650,465419,303400,856369,431267,560847,598679
Bolivia,25,108339285,65004987,63616126,617222,140716,179292,164053,203811,251221,216664,190161,370482,225596,452246,330783,274080,180434,257779,166778,472444,464551,302783,855078,430675,560018,597616
Bolivia,30,108339285,64521463,62714153,617222,140321,178808,163759,203251,250748,216315,189953,369851,225270,451759,330239,273544,179823,256901,166275,470601,463194,301856,852090,429780,558393,595996
Bolivia,50,108339285,57489600,56624124,617222,133411,170042,158708,190346,238167,206660,184564,348141,212937,436578,316823,260861,164472,240758,152102,439062,433995,279213,793740,408102,524932,561236
Bolivia,75,108339285,47837880,49150578,617222,115352,146627,142577,160358,207697,177287,164276,272805,166381,371385,256410,227446,122487,190632,107499,313199,341836,199032,501372,345526,380944,463156
"Bonaire, Sint Eustatius and Saba",0,32366,32366,32366,270,4,2,17,1,1,7,1,2,1,2,9,4,11,10,0,0,1,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",10,32366,3191,4745,270,3,2,16,0,1,7,1,1,1,2,9,3,5,2,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",15,32366,2996,4579,270,3,2,16,0,1,7,1,1,1,2,9,3,5,2,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",20,32366,2739,4382,270,3,2,16,0,1,7,1,1,1,2,9,3,5,2,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",25,32366,2597,4016,270,3,2,16,0,1,7,1,1,1,2,9,3,4,2,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",30,32366,2432,3737,270,3,2,16,0,1,7,1,1,1,2,9,3,4,2,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",50,32366,1759,2052,270,3,2,16,0,1,7,1,1,1,2,9,3,3,1,0,0,0,0,2,10,0,0
"Bonaire, Sint Eustatius and Saba",75,32366,1269,1250,270,2,1,15,0,1,6,1,0,1,2,8,3,2,1,0,0,0,0,1,8,0,0
Bosnia and Herzegovina,0,5106883,5106883,5106883,53276,1540,802,383,4538,625,624,3503,1894,1418,994,1049,3083,3010,1917,751,2614,1687,3004,1323,2020,1173,2384
Bosnia and Herzegovina,10,5106883,2899801,2767162,53276,1515,739,326,4249,588,559,2949,1655,1333,929,1000,2666,2766,1824,624,2449,1478,2847,1262,1901,1074,2187
Bosnia and Herzegovina,15,5106883,2814443,2691399,53276,1506,723,318,4192,580,549,2821,1603,1318,920,988,2571,2691,1814,609,2410,1444,2798,1252,1885,1060,2152
Bosnia and Herzegovina,20,5106883,2777231,2664249,53276,1503,717,315,4169,578,546,2789,1589,1311,917,983,2544,2666,1809,603,2390,1425,2768,1248,1875,1054,2134
Bosnia and Herzegovina,25,5106883,2730524,2623095,53276,1500,700,310,4135,576,540,2712,1564,1301,914,977,2503,2635,1802,596,2359,1394,2732,1242,1862,1044,2107
Bosnia and Herzegovina,30,5106883,2657977,2579843,53276,1496,693,308,4122,574,536,2682,1552,1296,911,971,2434,2574,1790,581,2308,1339,2674,1232,1842,1019,2054
Bosnia and Herzegovina,50,5106883,2477204,2353158,53276,1418,622,281,3875,549,502,2293,1406,1221,873,915,2178,2397,1729,552,2213,1206,2504,1180,1735,942,1879
Bosnia and Herzegovina,75,5106883,2054725,1684041,53276,1098,504,223,3112,461,419,1373,1003,954,727,734,1656,1917,1512,456,1917,977,2136,990,1442,772,1491
Botswana,0,57788401,57788401,57788401,13303,1124,289,207,634,819,369,637,369,523,215,269,482,2188,848,41,98,324,82,89,143,186,92
Botswana,10,57788401,2410473,2647632,13303,1017,262,174,587,753,344,552,322,483,196,239,183,654,250,22,69,225,62,65,99,128,70
Botswana,15,57788401,562900,579962,13303,628,167,115,408,492,252,346,198,343,139,180,116,253,140,6,29,72,22,19,43,37,28
Botswana,20,57788401,102705,29506,13303,268,64,34,132,137,85,91,54,105,64,54,42,58,48,1,3,6,5,1,9,5,4
Botswana,25,57788401,54070,16063,13303,234,55,25,109,115,72,74,45,85,56,47,35,32,29,0,1,4,5,0,6,4,3
Botswana,30,57788401,20328,4581,13303,131,23,9,51,49,40,34,26,41,30,21,16,14,16,0,1,1,3,0,2,1,2
Botswana,50,57788401,1278,228,13303,29,1,1,2,1,3,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Botswana,75,57788401,22,3,13303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,850035650,850035650,850035650,8062336,2933280,3716128,3489399,4133894,3676303,3094939,2845706,2675046,2011101,2947537,2148521,3394353,2552130,3526959,2925777,6407362,5559059,3785395,3475781,4133880,3904438,4275856
Brazil,10,850035650,548443426,523012607,8062336,2807365,3571007,3316999,3926871,3539438,2934803,2680946,2500574,1860174,2753204,1970080,3023514,2047521,2845016,2343959,5564566,4689315,3080754,2819902,3433257,3142392,3475421
Brazil,15,850035650,541492409,517745088,8062336,2794202,3557018,3300984,3908196,3527422,2921468,2667225,2487269,1849988,2738238,1960178,3002269,2026977,2813939,2319838,5526713,4652375,3053076,2793972,3404086,3111792,3441659
Brazil,20,850035650,532402423,512692749,8062336,2775178,3538090,3280973,3886568,3512463,2904454,2650383,2471778,1838505,2720400,1947607,2973627,1998270,2771709,2286109,5474041,4604466,3014452,2758982,3363936,3068641,3393472
Brazil,25,850035650,526622629,506492869,8062336,2761618,3524428,3266999,3871265,3500862,2891196,2637283,2459079,1829956,2705582,1937608,2949943,1977761,2740443,2261282,5435241,4570645,2988181,2733931,3334917,3037804,3359841
Brazil,30,850035650,519187508,498198382,8062336,2746362,3507049,3248527,3848771,3486563,2876805,2621820,2444308,1817901,2688896,1923364,2918633,1945506,2693134,2222772,5378844,4519833,2948462,2696749,3291392,2991909,3308930
Brazil,50,850035650,475688332,453286661,8062336,2511772,3259112,2971953,3554955,3271827,2644935,2370608,2211986,1608447,2411940,1720221,2579923,1712477,2368690,1955191,4980661,4188994,2688477,2466243,3026629,2713081,2997702
Brazil,75,850035650,429233683,410398692,8062336,2094865,2819380,2533330,3103760,2895021,2310272,1984615,1902280,1348291,2036707,1453888,2109060,1408858,1922331,1591479,4397952,3632931,2308005,2129550,2604385,2325430,2572262
British Virgin Islands,0,16932,16932,16932,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,238,6,1,0,5,2
British Virgin Islands,10,16932,8485,7748,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,231,6,1,0,4,2
British Virgin Islands,15,16932,8164,7687,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,230,6,1,0,4,2
British Virgin Islands,20,16932,7963,7521,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,230,6,1,0,4,2
British Virgin Islands,25,16932,7738,7389,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,229,6,1,0,4,2
British Virgin Islands,30,16932,7464,7182,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,229,6,1,0,4,2
British Virgin Islands,50,16932,6856,6447,24,4,3,2,3,4,2,6,7,5,4,15,1,2,0,0,3,228,6,1,0,4,2
British Virgin Islands,75,16932,5853,5252,24,3,3,2,2,3,2,5,6,5,4,13,1,2,0,0,3,208,5,1,0,4,2
Brunei,0,577779,577779,577779,7532,1266,1101,805,1207,1290,1024,1585,1313,2180,977,2640,1884,956,2445,2023,3006,1058,922,1411,1361,1075,1047
Brunei,10,577779,533981,533175,7532,1250,1093,801,1200,1281,1018,1572,1304,2173,969,2624,1845,898,2266,1807,2643,966,828,1212,1198,973,939
Brunei,15,577779,532321,531226,7532,1248,1091,800,1199,1280,1016,1569,1302,2172,968,2623,1843,896,2253,1792,2620,959,822,1199,1189,965,932
Brunei,20,577779,531387,530802,7532,1246,1090,800,1198,1279,1015,1568,1301,2171,968,2622,1840,893,2245,1784,2604,954,817,1190,1181,962,929
Brunei,25,577779,530681,529953,7532,1245,1090,799,1198,1279,1014,1566,1300,2170,968,2622,1839,891,2238,1778,2595,951,815,1183,1176,959,926
Brunei,30,577779,529339,528770,7532,1244,1089,799,1197,1278,1014,1565,1300,2169,967,2620,1837,888,2225,1761,2573,945,807,1169,1166,953,920
Brunei,50,577779,523736,522184,7532,1229,1080,791,1189,1270,1003,1546,1291,2160,961,2609,1823,875,2166,1688,2475,919,783,1120,1121,936,901
Brunei,75,577779,507844,507972,7532,1145,1025,749,1143,1201,957,1457,1238,2086,925,2553,1765,830,1978,1378,2080,839,709,939,966,875,841
Bulgaria,0,11158731,11158731,11158731,106351,8329,4726,5306,8378,6698,5395,9815,6664,6254,3631,3454,10276,4009,7275,7852,8322,9101,10713,4799,5555,7714,4868
Bulgaria,10,11158731,4461216,4253793,106351,8269,4675,5237,8232,6599,5225,9637,6517,6143,3585,3365,10075,3781,6808,7404,7565,8055,10050,4236,4953,6856,4231
Bulgaria,15,11158731,4376912,4122705,106351,8240,4662,5220,8203,6586,5206,9609,6483,6125,3578,3348,10051,3759,6781,7375,7521,7984,9984,4205,4920,6812,4199
Bulgaria,20,11158731,4323225,4089345,106351,8232,4656,5214,8191,6580,5196,9591,6470,6115,3575,3341,10033,3747,6758,7356,7489,7920,9933,4185,4890,6780,4175
Bulgaria,25,11158731,4247843,4023577,106351,8215,4645,5206,8179,6573,5184,9571,6456,6107,3572,3335,10014,3728,6735,7331,7454,7824,9853,4161,4855,6743,4143
Bulgaria,30,11158731,4138948,3957412,106351,8202,4639,5199,8170,6567,5171,9557,6448,6100,3569,3332,9978,3693,6689,7293,7395,7688,9754,4125,4795,6684,4093
Bulgaria,50,11158731,3858690,3539261,106351,7848,4458,5068,7980,6462,5037,9307,6264,6006,3528,3259,9769,3566,6487,7064,7102,7210,9342,3950,4549,6436,3850
Bulgaria,75,11158731,3198279,2454202,106351,6579,3862,4516,7256,5973,4548,8322,5532,5562,3342,3019,9067,2989,5532,5986,6009,5817,7845,3280,3671,5446,2946
Burkina Faso,0,27341711,27341711,27341711,142766,16262,12799,985,17481,26375,11998,14543,31567,9287,43547,10207,4830,7620,7823,3038,2521,5690,4111,3846,4320,4345,4184
Burkina Faso,10,27341711,3213895,2756223,142766,15539,12037,929,16523,25081,11271,13922,29750,8759,42405,9243,4440,5232,6040,2508,2280,5036,3680,3414,3862,3828,3443
Burkina Faso,15,27341711,314254,479999,142766,1766,586,180,998,1592,767,1249,1776,859,6262,1285,468,1328,1725,807,928,2039,1346,1281,1642,1549,1103
Burkina Faso,20,27341711,3734,14026,142766,361,45,6,52,122,31,47,61,56,203,136,19,27,31,24,34,62,56,40,69,48,51
Burkina Faso,25,27341711,1121,10449,142766,189,26,4,27,65,17,22,28,27,74,66,7,8,9,7,8,15,14,8,16,11,18
Burkina Faso,30,27341711,132,2239,142766,59,4,2,9,17,5,3,5,5,7,15,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,50,27341711,6,70,142766,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,75,27341711,0,0,142766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,2693531,2693531,2693531,16374,1717,1452,1734,883,1574,560,2854,3353,1489,2506,1248,1331,2786,3705,2801,3286,4409,6474,4798,4757,5857,3921
Burundi,10,2693531,2278695,2288269,16374,1716,1446,1726,878,1566,558,2841,3333,1481,2500,1243,1320,2721,3637,2721,3192,4230,6309,4720,4611,5649,3801
Burundi,15,2693531,1979299,1768268,16374,1699,1412,1686,861,1506,543,2771,3206,1426,2454,1224,1291,2634,3515,2601,3024,3921,5958,4503,4276,5173,3528
Burundi,20,2693531,921310,909945,16374,1575,1193,1495,739,1224,432,2289,2517,1122,2187,1102,1060,1965,2700,1913,2148,2514,4099,3200,2666,3227,2239
Burundi,25,2693531,835864,855996,16374,1548,1147,1458,714,1171,413,2200,2405,1073,2128,1072,1025,1861,2593,1832,2053,2380,3899,3069,2536,3072,2130
Burundi,30,2693531,537674,553131,16374,1417,987,1325,614,985,344,1862,1999,883,1905,961,871,1406,2047,1458,1576,1775,2875,2386,1857,2272,1610
Burundi,50,2693531,140709,142433,16374,886,493,825,303,478,167,964,943,415,1164,561,381,375,805,501,553,568,806,749,556,770,514
Burundi,75,2693531,21997,6709,16374,144,54,153,46,72,24,136,103,70,157,92,42,31,45,27,43,38,71,57,38,39,37
Cambodia,0,18135961,18135961,18135961,147334,30359,61635,61404,82939,66959,83782,81712,86982,128706,247372,202661,220565,239164,205902,173409,217513,153514,150792,197293,191878,186705,139344
Cambodia,10,18135961,10198522,8791863,147334,29450,57940,58775,80911,65703,81869,79399,84765,123812,242230,196702,206725,208624,179553,149087,196172,131482,129333,165865,163190,161221,117179
Cambodia,15,18135961,9651661,8243463,147334,29203,56979,58155,80426,65418,81427,78889,84377,122852,240911,195216,202899,201619,173224,143060,191697,127026,123867,157968,156261,155487,112591
Cambodia,20,18135961,9443950,8123365,147334,29014,56357,57729,80086,65195,81144,78494,84083,122330,240161,194483,201344,199107,170847,140705,189547,124892,121560,154655,153456,153013,110600
Cambodia,25,18135961,9160786,7921581,147334,28749,55609,57275,79698,64945,80829,78083,83789,121664,239055,193491,198557,194730,166910,137057,186690,122220,118140,149817,149186,149375,107833
Cambodia,30,18135961,8809930,7641740,147334,28491,54862,56840,79251,64649,80507,77676,83499,121021,237882,192155,195569,190096,161797,132701,182418,118333,113205,143307,143488,144246,103843
Cambodia,50,18135961,7482328,6470494,147334,25720,46903,51061,73502,60782,76410,72927,80252,114045,223667,184178,181193,173384,140656,115930,161038,100471,92130,118657,120786,121980,86567
Cambodia,75,18135961,5842450,5113169,147334,17909,23804,28889,49148,44159,61185,56930,67923,89793,170991,163708,155419,150923,114995,93694,127190,76019,66854,88119,90784,92454,64897
Cameroon,0,46604006,46604006,46604006,351063,42124,32850,26489,25089,27485,45837,57902,45048,40817,72090,31939,57641,99166,195673,83896,120637,195659,128116,129001,211148,176020,157552
Cameroon,10,46604006,41716441,41615615,351063,42080,32782,26471,25055,27443,45697,57822,45004,40731,71934,31833,57396,98441,195288,83742,120535,195468,128022,128842,211007,175874,157425
Cameroon,15,46604006,39994164,39673192,351063,41655,31936,26324,24768,27073,44021,56085,43992,39740,69891,30814,56485,96080,194236,83263,120401,195104,127740,128528,210746,175567,157017
Cameroon,20,46604006,35158678,34272291,351063,40328,30103,25859,23822,25921,38307,50000,39067,37445,61503,28728,53305,88770,188165,81429,118945,192299,125027,126032,207593,172740,153072
Cameroon,25,46604006,34255066,33264652,351063,40105,29805,25748,23639,25747,37690,48945,38140,37089,60588,28468,52798,87599,186670,80922,118463,191332,124156,125214,206602,171907,151895
Cameroon,30,46604006,31459332,30543474,351063,39204,28767,25345,23003,25159,35986,45916,35142,36072,57992,27652,51268,84612,181851,78970,116619,187281,120814,121801,202796,168798,147810
Cameroon,50,46604006,25260678,24763265,351063,34078,24965,22752,19882,22356,30864,38306,28689,32964,51758,24547,45406,74194,161615,71595,106407,166374,107421,107327,186638,153452,131397
Cameroon,75,46604006,17481727,15945254,351063,19010,13007,12958,11101,12460,15769,21871,17371,21727,24032,13315,24035,37674,83361,37329,55877,74805,56268,49222,103869,78225,71667
Canada,0,983422994,983422994,983422994,16965179,1436270,2425234,1657861,2798242,3021531,2513417,2210076,2040529,1615789,2188790,2251205,2703613,3142775,2922057,2898419,2214501,2860725,2275740,2276551,1268205,2685437,2503768
Canada,10,983422994,469568071,472061856,16965179,1418960,2405314,1647684,2782007,3001914,2494426,2191579,2022398,1602831,2176230,2236253,2663522,3032148,2834960,2840512,2166047,2732620,2211239,2222945,1225486,2613070,2417806
Canada,15,983422994,448824156,448801329,16965179,1406850,2391486,1641373,2771780,2988326,2482802,2180271,2011174,1593988,2165619,2223809,2639264,2964108,2779873,2813079,2145188,2675680,2190524,2208001,1214101,2588389,2379098
Canada,20,983422994,437098749,435685987,16965179,1389079,2369143,1631121,2753040,2969472,2464090,2163188,1994048,1582566,2151209,2208410,2612599,2914471,2737031,2785538,2121950,2633060,2172781,2196417,1207358,2566412,2350229
Canada,25,983422994,431009898,431164045,16965179,1374753,2350254,1623181,2738279,2956111,2449098,2150721,1980920,1573208,2138542,2196375,2593904,2886683,2714079,2768854,2110247,2611767,2163589,2189876,1203802,2553620,2335698
Canada,30,983422994,418066983,421403220,16965179,1358155,2316888,1607283,2706459,2920793,2406191,2117900,1949008,1550372,2104876,2160701,2545494,2807338,2643609,2733439,2084426,2559736,2142937,2175716,1195272,2524986,2299844
Canada,50,983422994,324180961,312998470,16965179,1190287,2025868,1409331,2311650,2513877,2021291,1794700,1572220,1289935,1636328,1709384,2060338,2099934,1688961,2175584,1783740,1848975,1850379,1946116,1089479,2080579,1813746
Canada,75,983422994,216719275,208867591,16965179,902558,1456273,1088912,1741551,1897013,1603398,1498511,1234938,1062383,1326933,1363336,1639456,1391793,1169252,1508992,1421209,1383581,1487062,1530069,929201,1544011,1400760
Cape Verde,0,409098,409098,409098,0,31,77,18,23,25,24,47,3,55,15,57,131,115,151,0,0,0,45,6,19,0,0
Cape Verde,10,409098,10823,12675,0,9,28,11,1,8,11,1,1,22,5,22,17,17,5,0,0,0,11,0,3,0,0
Cape Verde,15,409098,9410,10783,0,9,26,11,1,7,9,1,1,17,3,20,13,14,5,0,0,0,11,0,3,0,0
Cape Verde,20,409098,8009,8239,0,8,24,10,1,6,7,1,0,10,2,17,10,10,4,0,0,0,11,0,3,0,0
Cape Verde,25,409098,7867,7086,0,8,24,9,1,6,7,1,0,9,1,17,10,10,4,0,0,0,11,0,3,0,0
Cape Verde,30,409098,7356,6767,0,7,23,9,1,5,6,1,0,8,1,16,9,10,4,0,0,0,11,0,3,0,0
Cape Verde,50,409098,3744,4765,0,7,22,8,1,5,5,0,0,7,1,15,7,7,3,0,0,0,8,0,2,0,0
Cape Verde,75,409098,2433,3568,0,6,20,7,0,3,3,0,0,5,0,12,5,5,2,0,0,0,3,0,1,0,0
Caspian Sea,0,37158134,37158134,37158134,300,13,29,20,25,12,14,32,21,13,40,378,30,64,4,0,0,12,1,0,0,2,2
Caspian Sea,10,37158134,194058,248030,300,12,26,15,21,9,10,21,18,9,28,316,25,56,3,0,0,8,0,0,0,0,2
Caspian Sea,15,37158134,182828,218358,300,11,25,14,20,9,10,21,18,9,27,312,25,56,3,0,0,8,0,0,0,0,2
Caspian Sea,20,37158134,170508,213036,300,11,24,13,19,9,9,20,17,8,26,303,24,56,3,0,0,8,0,0,0,0,2
Caspian Sea,25,37158134,162693,191382,300,10,24,10,18,8,9,19,17,8,24,272,23,56,3,0,0,8,0,0,0,0,2
Caspian Sea,30,37158134,141764,173395,300,10,23,9,16,7,9,17,16,7,22,208,23,55,3,0,0,7,0,0,0,0,2
Caspian Sea,50,37158134,92180,87864,300,8,20,5,10,4,7,6,12,5,8,33,20,52,2,0,0,5,0,0,0,0,1
Caspian Sea,75,37158134,40302,31491,300,6,15,3,5,3,3,3,7,2,3,7,13,22,1,0,0,2,0,0,0,0,1
Cayman Islands,0,28040,28040,28040,497,22,6,7,51,11,21,19,38,38,43,45,12,22,13,1,92,107,52,23,18,20,47
Cayman Islands,10,28040,14729,15202,497,21,6,7,48,10,19,18,34,32,40,42,10,19,9,0,77,80,46,13,10,12,33
Cayman Islands,15,28040,14285,15107,497,21,6,6,48,10,19,18,34,32,40,41,10,19,9,0,75,79,45,12,9,11,30
Cayman Islands,20,28040,13929,14861,497,21,6,6,47,10,18,18,33,31,40,41,9,18,8,0,74,77,44,11,9,11,28
Cayman Islands,25,28040,13686,14674,497,21,6,6,47,9,18,18,33,30,40,40,9,18,8,0,74,76,43,11,9,10,27
Cayman Islands,30,28040,13458,14365,497,21,6,6,47,9,18,18,32,30,40,40,9,18,8,0,70,74,42,11,9,10,26
Cayman Islands,50,28040,12395,12646,497,17,5,5,44,8,14,15,27,23,34,34,8,17,6,0,64,62,40,10,6,9,24
Cayman Islands,75,28040,9995,9648,497,11,3,2,37,6,8,9,17,12,26,18,6,14,5,0,38,39,28,8,4,8,17
Central African Republic,0,62019959,62019959,62019959,482449,33034,37306,14385,16168,31296,64686,41693,36159,51777,51207,51618,61285,54910,70710,34302,55630,76703,53456,64439,65939,77877,65150
Central African Republic,10,62019959,59985697,59739900,482449,33014,37269,14378,16153,31280,64659,41622,36135,51725,51182,51546,61205,54317,69849,34160,55561,76542,53235,64253,65826,77760,64963
Central African Republic,15,62019959,57547602,57371319,482449,32720,36815,14300,15638,30766,64235,40437,35806,50815,50844,50955,60675,53533,68784,33805,55278,75586,52422,63257,65044,76988,63964
Central African Republic,20,62019959,52858601,52794556,482449,32151,35866,14052,15036,30133,61550,39156,34121,49640,49837,50309,59232,49615,64025,31163,53552,70303,47277,56690,60504,72538,57999
