country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Myanmar,50,39793697,4691968424,118,106935658.0,108253162.0,-1317505.0,22624163.0,32925439.0,38998140.0,51554020.0,48042525.0,62954856.0,75624981.0,61413688.0,113030049.0,90257538.0,72360010.0,117981875.0,129217804.0,166874116.0,148566126.0,186432595.0,174462462.0,141402798.0,156800385.0,159294914.0,161501194.0,140264792.0
Myanmar,75,27445688,3511039476,128,73604557.0,70503324.0,3101233.0,17789920.0,25054716.0,29624590.0,39327974.0,38625153.0,44389993.0,56746500.0,45880985.0,84969060.0,69805756.0,54995480.0,83840090.0,83849208.0,106200731.0,98625513.0,125991211.0,114401757.0,91831309.0,100320177.0,104819907.0,107932483.0,94277741.0
Namibia,0,82385622,23477172,0,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,10,1583839,19336213,12,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,15,247025,4809635,19,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,20,19646,570607,29,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,25,12578,384441,31,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,30,3835,140067,37,12778.0,52529.0,-39751.0,92663.0,24013.0,54846.0,16250.0,11856.0,3634.0,14355.0,6664.0,17825.0,6333.0,13642.0,5186.0,611.0,1131.0,139.0,349.0,919.0,2263.0,329.0,339.0,3111.0,4651.0
Namibia,50,571,36843,65,6204.0,43166.0,-36962.0,56055.0,13829.0,37168.0,10188.0,1690.0,1164.0,2813.0,553.0,1476.0,886.0,2650.0,735.0,83.0,171.0,80.0,0.0,442.0,23.0,0.0,0.0,2040.0,4446.0
Namibia,75,52,5578,106,1545.0,42343.0,-40798.0,13695.0,4188.0,5541.0,1588.0,96.0,195.0,468.0,16.0,375.0,139.0,754.0,0.0,38.0,58.0,80.0,0.0,442.0,23.0,0.0,0.0,1920.0,4383.0
Nauru,0,2215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nauru,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nauru,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0,14766250,688744781,47,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,10,5599956,671959320,120,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,15,5421026,660341423,122,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,20,5366019,656395844,122,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,25,5301045,651631124,123,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,30,5161041,641539937,124,1333605.0,11789669.0,-10456064.0,860542.0,1174172.0,1292837.0,1301582.0,1567001.0,1762934.0,1947657.0,1649556.0,2851227.0,1278808.0,1581674.0,2843997.0,431760.0,624239.0,291555.0,490084.0,1401221.0,916952.0,1164654.0,1197569.0,1534264.0,1175023.0
Nepal,50,4308185,561686081,130,1158989.0,9486675.0,-8327685.0,773407.0,1047127.0,1130308.0,1054007.0,1370406.0,1510432.0,1662864.0,1401424.0,2442705.0,1029682.0,1422923.0,2520202.0,368508.0,522629.0,264255.0,429405.0,1238508.0,810560.0,1028565.0,1054172.0,1373869.0,1041809.0
Nepal,75,2131920,305025900,143,733989.0,4157203.0,-3423215.0,560566.0,778544.0,775562.0,614549.0,995848.0,943074.0,1146689.0,911419.0,1670455.0,634670.0,1049249.0,1823879.0,187839.0,254352.0,148220.0,229474.0,662257.0,394464.0,510991.0,540721.0,744749.0,570182.0
Netherlands,0,3766566,44267174,12,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,10,751844,42216502,56,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,15,681541,40278770,59,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,20,657430,39576870,60,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,25,623886,38633255,62,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,30,593052,37728311,64,595925.0,4505402.0,-3909478.0,257863.0,285692.0,112753.0,449565.0,540338.0,567666.0,662791.0,469064.0,636019.0,1391849.0,481691.0,418644.0,224810.0,384309.0,402899.0,636907.0,604579.0,586327.0,1182111.0,933338.0,1262206.0,618927.0
Netherlands,50,473967,33958466,72,576639.0,3690239.0,-3113600.0,252721.0,274872.0,109825.0,434742.0,525860.0,554593.0,654355.0,458237.0,622747.0,1359650.0,473679.0,413340.0,218699.0,368595.0,392140.0,612300.0,572410.0,550376.0,1124630.0,890247.0,1226653.0,595400.0
Netherlands,75,285065,23341256,82,462431.0,2367398.0,-1904967.0,220616.0,228438.0,91521.0,337917.0,420890.0,459693.0,567328.0,382070.0,517694.0,1110478.0,406237.0,370702.0,171486.0,279860.0,304864.0,463138.0,422730.0,409384.0,846624.0,683470.0,1009860.0,468489.0
New Caledonia,0,1882559,127321320,68,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,10,1597789,126600914,79,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,15,1570238,125393210,80,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,20,1501658,121898129,81,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,25,1481553,120789689,82,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,30,1440331,118446494,82,579127.0,9441681.0,-8862553.0,277117.0,238012.0,367895.0,640049.0,676695.0,972204.0,436544.0,238177.0,432895.0,245907.0,332907.0,402958.0,978724.0,891199.0,208097.0,611922.0,549768.0,1512271.0,398242.0,1823603.0,321582.0,184033.0
New Caledonia,50,1051341,94385208,90,411689.0,7032027.0,-6620338.0,232848.0,177250.0,302167.0,525585.0,604938.0,826848.0,373823.0,216170.0,360073.0,209027.0,280998.0,331630.0,490855.0,433785.0,114505.0,355420.0,383504.0,941722.0,232130.0,1303927.0,236161.0,123788.0
New Caledonia,75,725321,72127758,99,229320.0,5030151.0,-4800831.0,164660.0,107284.0,209546.0,338325.0,414481.0,519590.0,251426.0,155029.0,218571.0,139682.0,204833.0,251714.0,175096.0,146122.0,47881.0,142162.0,196398.0,418337.0,105762.0,657547.0,133397.0,47205.0
New Zealand,0,26716575,972481653,36,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,10,11576930,954549132,82,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,15,11497830,950096783,83,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,20,11418538,945503043,83,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,25,11357707,941832610,83,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,30,11255743,935540806,83,38856411.0,78096933.0,-39240521.0,20712142.0,27553608.0,19994902.0,28362089.0,24846175.0,30594039.0,31202193.0,32675675.0,33368300.0,31923486.0,35237250.0,41313546.0,47935262.0,49668495.0,42480725.0,52556182.0,51393787.0,56074741.0,52022730.0,45231238.0,52701362.0,46993126.0
New Zealand,50,10796210,906858537,84,38483984.0,75225962.0,-36741978.0,20675949.0,27512356.0,19957051.0,28307700.0,24780296.0,30537444.0,31138311.0,32624592.0,33330554.0,31880398.0,35189752.0,41176519.0,47392835.0,49113137.0,42121967.0,51959737.0,50669947.0,55221422.0,51201286.0,44300965.0,51699610.0,45855814.0
New Zealand,75,9368301,815602008,87,37174700.0,65975420.0,-28800720.0,20432558.0,27219325.0,19700903.0,27952571.0,24373271.0,30125975.0,30680258.0,32279297.0,33058066.0,31615655.0,34864428.0,40541529.0,45744016.0,47331755.0,40732624.0,49469112.0,48003516.0,52407259.0,48532746.0,41610683.0,48654384.0,42513476.0
Nicaragua,0,12821978,704296612,55,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,10,8389069,691393742,82,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,15,8211341,684515911,83,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,20,8037770,677754419,84,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,25,7919893,673167226,85,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,30,7776808,667456685,86,42293078.0,32410233.0,9882845.0,19983805.0,26761643.0,22271254.0,10005104.0,47308639.0,19842693.0,47182262.0,27649762.0,44306991.0,112365360.0,23885315.0,17876935.0,23957782.0,41080237.0,19539743.0,79206065.0,115973065.0,40785985.0,44658234.0,63477801.0,53383574.0,28945459.0
Nicaragua,50,7067163,637409360,90,41847500.0,28926417.0,12921083.0,19614555.0,26484697.0,21850403.0,9807601.0,46609575.0,19556359.0,46629100.0,27200038.0,43907689.0,110800533.0,23711871.0,17591839.0,23688891.0,40572501.0,19332794.0,78218863.0,115467860.0,40429031.0,44246961.0,63085182.0,53159454.0,28679194.0
Nicaragua,75,5828862,567896206,97,40326216.0,22891745.0,17434471.0,18342580.0,25279519.0,20415847.0,9138633.0,43849213.0,18642488.0,44787804.0,25706643.0,42268172.0,105063674.0,23010241.0,16739622.0,22879731.0,39091752.0,18757408.0,75141444.0,113733519.0,39280771.0,43034259.0,61655522.0,52486168.0,27871740.0
Niger,0,118366970,935010,0,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,10,24300,520842,21,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,15,607,17044,28,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,20,12,396,32,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,25,9,299,33,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,30,2,85,37,22.0,11488.0,-11466.0,26.0,125.0,35.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,69.0,204.0
Niger,50,0,22,48,13.0,11485.0,-11472.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,69.0,204.0
Niger,75,0,0,0,13.0,11484.0,-11471.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,69.0,204.0
Nigeria,0,90840998,1637500959,18,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,10,42579111,1593137249,37,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,15,26694185,1220100212,46,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,20,13974174,803442477,57,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,25,12938577,762362543,59,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,30,10048731,641404406,64,30502539.0,82448597.0,-51946059.0,14347215.0,11450401.0,4533327.0,5309571.0,5009155.0,9868447.0,9840640.0,11509810.0,10682735.0,14841425.0,22399553.0,16505814.0,22243624.0,36732858.0,22826885.0,40531914.0,98484888.0,69358949.0,48320716.0,60274015.0,65368271.0,70615645.0
Nigeria,50,4725124,363103882,77,13775397.0,48487754.0,-34712358.0,8850239.0,7578039.0,2207790.0,3343318.0,2698924.0,5573832.0,4732286.0,5908039.0,5149781.0,8762713.0,11953033.0,8092517.0,9579359.0,15978421.0,9517589.0,18490184.0,36839541.0,27056251.0,19261344.0,25581080.0,32021994.0,33882454.0
Nigeria,75,315626,32167130,102,3114157.0,25906715.0,-22792559.0,3590463.0,1957787.0,461066.0,452317.0,431577.0,876569.0,697626.0,850880.0,635327.0,1108208.0,1688022.0,875787.0,1661909.0,3423845.0,2493739.0,3688395.0,8574653.0,4311765.0,1927082.0,3598162.0,12478427.0,12727857.0
Norfolk Island,0,4063,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk Island,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk Island,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Korea,0,12275519,283488636,23,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,10,5870702,275588395,47,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,15,5607972,266314761,47,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,20,5501366,262608244,48,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,25,5374485,257925890,48,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,30,5196390,251382801,48,4511177.0,60861042.0,-56349865.0,2685939.0,1433748.0,2156864.0,3258428.0,4805958.0,4110120.0,4318892.0,6356779.0,4561660.0,7044162.0,1913675.0,6454735.0,1945526.0,4077888.0,3918567.0,4773945.0,3580946.0,3415458.0,11330437.0,6310613.0,6466493.0,4325057.0
North Korea,50,4093698,207376360,51,3825095.0,47980295.0,-44155200.0,2465457.0,1239801.0,1863484.0,2796006.0,3989572.0,3621368.0,3723888.0,5499618.0,3955726.0,6066538.0,1716315.0,5551391.0,1734826.0,3514758.0,2896752.0,4238879.0,3178815.0,2982230.0,8339978.0,5354146.0,5619888.0,3802652.0
North Korea,75,916446,53991239,59,1174089.0,11294365.0,-10120276.0,1104080.0,485456.0,743114.0,1019270.0,1361527.0,1651574.0,1467925.0,1816702.0,1418394.0,2051121.0,858500.0,1920152.0,483387.0,908188.0,491713.0,1111642.0,983930.0,754632.0,1390918.0,1176549.0,1533427.0,1097758.0
Northern Cyprus,0,331407,1218491,4,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,10,26021,1179747,45,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,15,21836,990754,45,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,20,20025,910491,45,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,25,15229,694144,46,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,30,12307,569205,46,7154.0,49743.0,-42589.0,4852.0,646.0,468.0,3962.0,910.0,4308.0,3400.0,5059.0,5469.0,3079.0,4299.0,1637.0,4547.0,7767.0,4716.0,6821.0,8360.0,6130.0,4471.0,1137.0,922.0,74432.0
Northern Cyprus,50,7631,373522,49,5426.0,32389.0,-26962.0,4115.0,420.0,197.0,2467.0,237.0,3163.0,2390.0,4269.0,5021.0,2201.0,3093.0,890.0,3359.0,6345.0,3973.0,5940.0,6598.0,5373.0,3980.0,814.0,749.0,53788.0
Northern Cyprus,75,2871,149923,52,1988.0,14503.0,-12515.0,2323.0,115.0,142.0,1252.0,110.0,1482.0,1281.0,3072.0,3743.0,1493.0,2166.0,485.0,963.0,1761.0,1007.0,1979.0,2314.0,2174.0,1398.0,328.0,323.0,13819.0
Norway,0,32512221,494641922,15,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,10,12814180,473522960,37,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,15,12248940,458214204,37,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,20,12155489,455532349,37,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,25,11977755,450999412,38,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,30,11739522,444470214,38,10669440.0,53061522.0,-42392082.0,4478431.0,5575007.0,3135823.0,7289792.0,5494826.0,9059686.0,7374304.0,8173755.0,5765391.0,9913950.0,8197473.0,7602317.0,8280904.0,10020826.0,9667851.0,16072234.0,15715951.0,16501207.0,18342745.0,19370526.0,18698646.0,19996044.0
Norway,50,9807527,390430364,40,10495491.0,44497379.0,-34001888.0,4444078.0,5538160.0,3118014.0,7204781.0,5455251.0,8994608.0,7334088.0,8124797.0,5729612.0,9869652.0,8171814.0,7542722.0,8118264.0,9841449.0,9504689.0,15715178.0,15356505.0,16088235.0,17986350.0,18885739.0,18309252.0,19567564.0
Norway,75,6246634,271046928,43,9375207.0,28515212.0,-19140004.0,4130825.0,5196402.0,2959153.0,6739858.0,5200231.0,8512083.0,7005091.0,7759909.0,5470649.0,9460218.0,7951769.0,7206543.0,7072296.0,8608469.0,8417469.0,13604762.0,13200092.0,13773166.0,15577009.0,15875321.0,15688479.0,16844769.0
Oman,0,30933274,135358,0,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,10,1226,31831,26,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,15,186,5375,29,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,20,13,405,32,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,25,2,89,38,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,30,0,25,70,1.0,3144.0,-3143.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,50,0,22,77,0.0,3144.0,-3144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,75,0,8,110,0.0,3144.0,-3144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,0,87417631,129065821,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,10,1629949,114823365,70,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,15,1291322,97303757,75,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,20,1222965,93449921,76,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,25,1074605,85142792,79,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,30,978656,79767939,82,164577.0,2677354.0,-2512777.0,75447.0,134082.0,259195.0,445859.0,351118.0,479531.0,397036.0,403843.0,317030.0,274560.0,173203.0,87623.0,24105.0,16340.0,1041.0,0.0,53721.0,27620.0,31269.0,26346.0,22382.0,19344.0
Pakistan,50,666940,59699265,90,149165.0,1964839.0,-1815674.0,69557.0,120232.0,235909.0,412689.0,319407.0,436423.0,360059.0,370215.0,290215.0,257448.0,160035.0,75513.0,14804.0,11392.0,727.0,0.0,45633.0,22492.0,25734.0,21823.0,17151.0,14170.0
Pakistan,75,334858,34330005,103,92950.0,1269381.0,-1176430.0,45577.0,85498.0,162685.0,269241.0,186732.0,257621.0,203662.0,239156.0,172243.0,175567.0,114346.0,53374.0,5579.0,5499.0,174.0,0.0,22943.0,8610.0,13123.0,9867.0,5759.0,7655.0
Palau,0,48743,5628794,115,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,10,42197,5596020,133,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,15,41861,5577352,133,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,20,41642,5564696,134,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,25,41527,5558074,134,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,30,41263,5541794,134,22986.0,262344.0,-239358.0,37362.0,57298.0,11976.0,21431.0,31283.0,26984.0,67394.0,50325.0,23443.0,24410.0,23518.0,21510.0,13552.0,66470.0,0.0,0.0,0.0,2860.0,6689.0,10567.0,2585.0,6032.0
Palau,50,40143,5465208,136,22832.0,256228.0,-233396.0,37150.0,57204.0,11914.0,21233.0,31222.0,26875.0,67092.0,50139.0,23326.0,24382.0,23489.0,21416.0,13306.0,65768.0,0.0,0.0,0.0,2824.0,6593.0,9925.0,2552.0,5900.0
Palau,75,37422,5229877,140,21822.0,242208.0,-220386.0,35857.0,55465.0,11040.0,19792.0,29925.0,25881.0,64243.0,48544.0,22889.0,22896.0,22988.0,20340.0,12018.0,63259.0,0.0,0.0,0.0,2771.0,6113.0,8282.0,2443.0,5328.0
Palestina,0,621997,100203,0,,,,,,,,,,,,,,,,,,,,,,,,,
Palestina,10,1652,69493,42,,,,,,,,,,,,,,,,,,,,,,,,,
Palestina,15,1257,53543,43,,,,,,,,,,,,,,,,,,,,,,,,,
Palestina,20,1134,48696,43,,,,,,,,,,,,,,,,,,,,,,,,,
Palestina,25,732,31783,43,,,,,,,,,,,,,,,,,,,,,,,,,
Palestina,30,615,27026,44,217.0,5624.0,-5407.0,496.0,295.0,293.0,271.0,92.0,133.0,318.0,729.0,225.0,316.0,68.0,85.0,88.0,201.0,34.0,6.0,400.0,548.0,96.0,82.0,0.0,0.0
Palestina,50,273,13088,48,117.0,4520.0,-4404.0,363.0,102.0,114.0,123.0,17.0,67.0,169.0,607.0,109.0,310.0,36.0,24.0,23.0,9.0,0.0,6.0,92.0,300.0,96.0,0.0,0.0,0.0
Palestina,75,73,3897,53,20.0,3876.0,-3856.0,77.0,34.0,32.0,41.0,0.0,0.0,0.0,57.0,21.0,71.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,21.0,49.0,0.0,0.0,0.0
Panama,0,7510420,601107203,80,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,10,5942134,597458212,101,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,15,5871667,594551315,101,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,20,5807150,591857477,102,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,25,5763631,590065430,102,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,30,5700500,587366520,103,11974387.0,22548902.0,-10574515.0,9322180.0,9392223.0,5614244.0,8628935.0,6508169.0,17463790.0,10669691.0,21181767.0,19342581.0,8636714.0,12844520.0,9425151.0,7808487.0,7751681.0,5927110.0,9864352.0,17329139.0,15910377.0,19378969.0,15773321.0,14323906.0,10339215.0
Panama,50,5454717,576128784,106,11772741.0,21270416.0,-9497675.0,9231970.0,9275009.0,5540725.0,8521318.0,6432889.0,17184197.0,10518313.0,20866383.0,18969437.0,8570216.0,12718982.0,9287738.0,7726926.0,7626598.0,5847771.0,9749827.0,16974860.0,15560459.0,18863097.0,15427146.0,13998841.0,10107605.0
Panama,75,4969310,548055555,110,11011353.0,18925926.0,-7914574.0,8795729.0,8585992.0,5144860.0,8002944.0,6136045.0,15896411.0,9755085.0,19600768.0,17530537.0,8268110.0,12181825.0,8747847.0,7444345.0,7214915.0,5566247.0,9360984.0,15770351.0,14372955.0,17249219.0,14277312.0,12972269.0,9375015.0
Papua New Guinea,0,46363061,6416251434,138,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,10,43690475,6411462174,147,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,15,43410033,6399514218,147,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,20,43271631,6393737976,148,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,25,43140853,6387928533,148,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,30,42921809,6377329138,149,60845947.0,103080914.0,-42234966.0,25520506.0,38639772.0,23447302.0,41605891.0,27880464.0,41076468.0,36775951.0,52662412.0,35986355.0,51195227.0,40273913.0,57661241.0,43248314.0,79689039.0,132030212.0,123215799.0,88516311.0,92249292.0,74135818.0,60330365.0,59487522.0,112982671.0
Papua New Guinea,50,41976753,6327456037,151,60588885.0,99240729.0,-38651845.0,25460991.0,38533271.0,23410128.0,41449887.0,27819954.0,40993013.0,36708917.0,52538662.0,35901929.0,51096098.0,40190005.0,57551698.0,42993107.0,79329282.0,131202350.0,122278879.0,87944859.0,91941710.0,73811917.0,60087848.0,59238017.0,112472950.0
Papua New Guinea,75,39647941,6160914968,155,58850742.0,89741996.0,-30891255.0,24926748.0,37616983.0,23124253.0,40432304.0,27246491.0,40300120.0,36203239.0,51703880.0,35254736.0,50342004.0,39665766.0,56828806.0,41824285.0,76952769.0,125587107.0,115140242.0,85079100.0,89904965.0,71708545.0,58300778.0,57384758.0,109188435.0
Paracel Islands,0,1969,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Paracel Islands,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Paracel Islands,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Paracel Islands,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Paracel Islands,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Paracel Islands,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paracel Islands,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paracel Islands,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
